Date,Temperature_C,Rainfall_mm,Humidity_pct,Year,Month,Season,Temp_30d_Avg,Anomaly
2004-10-12,33.43,1.76,57.0,2004,10,Post-Monsoon,31.097,1
2004-10-13,32.52,2.02,43.0,2004,10,Post-Monsoon,31.167333333333332,1
2004-10-14,31.94,0.74,62.0,2004,10,Post-Monsoon,31.182,1
2004-10-15,33.61,2.44,52.0,2004,10,Post-Monsoon,31.326999999999998,1
2004-10-16,26.24,1.86,54.0,2004,10,Post-Monsoon,31.161,1
2004-10-17,33.05,1.31,10.0,2004,10,Post-Monsoon,31.27166666666667,-1
2004-10-18,30.42,1.32,61.0,2004,10,Post-Monsoon,31.226333333333336,1
2004-10-19,28.11,0.11,46.0,2004,10,Post-Monsoon,31.110666666666667,1
2004-10-20,32.83,0.32,68.0,2004,10,Post-Monsoon,31.25366666666667,1
2004-10-21,34.6,0.07,61.0,2004,10,Post-Monsoon,31.31933333333333,1
2004-10-22,31.62,0.01,38.0,2004,10,Post-Monsoon,31.392,1
2004-10-23,33.84,0.17,58.0,2004,10,Post-Monsoon,31.447333333333333,1
2004-10-24,35.19,2.12,63.0,2004,10,Post-Monsoon,31.575333333333333,1
2004-10-25,34.64,0.27,91.0,2004,10,Post-Monsoon,31.585333333333335,1
2004-10-26,35.32,3.51,69.0,2004,10,Post-Monsoon,31.753666666666668,1
2004-10-27,33.57,0.91,41.0,2004,10,Post-Monsoon,31.870333333333335,1
2004-10-28,32.27,0.27,89.0,2004,10,Post-Monsoon,31.92,1
2004-10-29,20.95,0.69,56.0,2004,10,Post-Monsoon,31.60966666666667,1
2004-10-30,31.7,0.25,56.0,2004,10,Post-Monsoon,31.582333333333334,1
2004-10-31,30.54,4.13,89.0,2004,10,Post-Monsoon,31.676,1
2004-11-01,36.6,1.88,51.0,2004,11,Post-Monsoon,31.932333333333336,1
2004-11-02,31.94,0.03,58.0,2004,11,Post-Monsoon,32.032666666666664,1
2004-11-03,32.57,2.95,36.0,2004,11,Post-Monsoon,32.018,1
2004-11-04,33.46,1.28,59.0,2004,11,Post-Monsoon,31.980666666666664,1
2004-11-05,32.48,0.09,58.0,2004,11,Post-Monsoon,32.03,1
2004-11-06,35.81,1.11,54.0,2004,11,Post-Monsoon,32.193333333333335,1
2004-11-07,31.21,1.04,62.0,2004,11,Post-Monsoon,32.18566666666667,1
2004-11-08,32.87,0.25,48.0,2004,11,Post-Monsoon,32.159,1
2004-11-09,31.03,1.42,82.0,2004,11,Post-Monsoon,32.208999999999996,1
2004-11-10,29.9,0.09,60.0,2004,11,Post-Monsoon,32.142,1
2004-11-11,31.35,0.67,48.0,2004,11,Post-Monsoon,32.07266666666666,1
2004-11-12,32.53,0.01,39.0,2004,11,Post-Monsoon,32.073,1
2004-11-13,31.77,3.47,61.0,2004,11,Post-Monsoon,32.06733333333334,1
2004-11-14,31.27,1.39,74.0,2004,11,Post-Monsoon,31.989333333333335,1
2004-11-15,29.87,0.17,65.0,2004,11,Post-Monsoon,32.11033333333334,1
2004-11-16,32.55,0.42,90.0,2004,11,Post-Monsoon,32.093666666666664,1
2004-11-17,29.73,0.18,90.0,2004,11,Post-Monsoon,32.07066666666667,1
2004-11-18,34.28,1.46,41.0,2004,11,Post-Monsoon,32.27633333333333,1
2004-11-19,32.95,0.06,38.0,2004,11,Post-Monsoon,32.28033333333334,1
2004-11-20,29.9,1.84,48.0,2004,11,Post-Monsoon,32.123666666666665,1
2004-11-21,32.22,2.85,71.0,2004,11,Post-Monsoon,32.14366666666667,1
2004-11-22,31.35,1.13,66.0,2004,11,Post-Monsoon,32.06066666666667,1
2004-11-23,33.52,0.24,75.0,2004,11,Post-Monsoon,32.005,1
2004-11-24,35.58,0.45,44.0,2004,11,Post-Monsoon,32.03633333333333,1
2004-11-25,29.17,0.65,33.0,2004,11,Post-Monsoon,31.831333333333337,1
2004-11-26,33.18,0.93,51.0,2004,11,Post-Monsoon,31.81833333333333,1
2004-11-27,32.65,1.1,69.0,2004,11,Post-Monsoon,31.831,1
2004-11-28,34.33,0.81,62.0,2004,11,Post-Monsoon,32.277,1
2004-11-29,33.43,0.43,79.0,2004,11,Post-Monsoon,32.334666666666664,1
2004-11-30,31.52,2.22,49.0,2004,11,Post-Monsoon,32.367333333333335,1
2004-12-01,32.4,0.08,75.0,2004,12,Winter,32.227333333333334,1
2004-12-02,31.47,0.63,51.0,2004,12,Winter,32.211666666666666,1
2004-12-03,35.23,1.49,72.0,2004,12,Winter,32.300333333333334,1
2004-12-04,33.14,0.06,71.0,2004,12,Winter,32.28966666666667,1
2004-12-05,36.91,1.22,84.0,2004,12,Winter,32.437333333333335,1
2004-12-06,33.0,1.71,40.0,2004,12,Winter,32.34366666666667,1
2004-12-07,31.72,1.08,81.0,2004,12,Winter,32.36066666666667,1
2004-12-08,30.12,0.01,67.0,2004,12,Winter,32.269,1
2004-12-09,29.56,0.2,61.0,2004,12,Winter,32.22,1
2004-12-10,30.01,0.42,58.0,2004,12,Winter,32.22366666666667,1
2004-12-11,33.72,0.27,59.0,2004,12,Winter,32.30266666666667,1
2004-12-12,34.22,3.29,61.0,2004,12,Winter,32.359,1
2004-12-13,30.05,1.05,36.0,2004,12,Winter,32.30166666666666,1
2004-12-14,35.01,0.35,64.0,2004,12,Winter,32.42633333333333,1
2004-12-15,32.27,2.65,62.0,2004,12,Winter,32.50633333333333,1
2004-12-16,33.54,1.35,50.0,2004,12,Winter,32.53933333333334,1
2004-12-17,36.48,0.33,60.0,2004,12,Winter,32.76433333333333,1
2004-12-18,35.05,0.48,77.0,2004,12,Winter,32.79,1
2004-12-19,32.73,0.22,51.0,2004,12,Winter,32.782666666666664,1
2004-12-20,31.49,3.54,43.0,2004,12,Winter,32.83566666666667,1
2004-12-21,28.98,0.73,49.0,2004,12,Winter,32.727666666666664,1
2004-12-22,31.85,2.26,29.0,2004,12,Winter,32.74433333333333,1
2004-12-23,32.87,0.43,87.0,2004,12,Winter,32.72266666666666,1
2004-12-24,31.32,1.97,48.0,2004,12,Winter,32.580666666666666,1
2004-12-25,33.04,0.06,79.0,2004,12,Winter,32.709666666666664,1
2004-12-26,33.46,4.02,41.0,2004,12,Winter,32.719,1
2004-12-27,32.86,2.43,51.0,2004,12,Winter,32.726000000000006,1
2004-12-28,32.01,0.45,61.0,2004,12,Winter,32.64866666666667,1
2004-12-29,33.65,1.49,70.0,2004,12,Winter,32.656,1
2004-12-30,34.2,1.4,59.0,2004,12,Winter,32.74533333333333,1
2004-12-31,31.13,2.32,37.0,2004,12,Winter,32.702999999999996,1
2005-01-01,36.13,0.37,59.0,2005,1,Winter,32.858333333333334,1
2005-01-02,33.11,0.63,79.0,2005,1,Winter,32.78766666666667,1
2005-01-03,33.35,2.0,65.0,2005,1,Winter,32.794666666666664,1
2005-01-04,34.72,1.51,93.0,2005,1,Winter,32.721666666666664,1
2005-01-05,33.77,0.5,63.0,2005,1,Winter,32.74733333333333,1
2005-01-06,35.21,1.87,75.0,2005,1,Winter,32.86366666666667,1
2005-01-07,33.87,0.05,68.0,2005,1,Winter,32.98866666666667,1
2005-01-08,32.07,1.52,51.0,2005,1,Winter,33.07233333333333,1
2005-01-09,34.01,0.23,59.0,2005,1,Winter,33.205666666666666,1
2005-01-10,31.0,0.34,77.0,2005,1,Winter,33.114999999999995,1
2005-01-11,33.5,0.68,55.0,2005,1,Winter,33.090999999999994,1
2005-01-12,33.21,0.6,66.0,2005,1,Winter,33.196333333333335,1
2005-01-13,32.85,0.74,51.0,2005,1,Winter,33.12433333333333,1
2005-01-14,33.0,0.79,74.0,2005,1,Winter,33.14866666666667,1
2005-01-15,29.49,0.4,61.0,2005,1,Winter,33.013666666666666,1
2005-01-16,32.14,0.19,73.0,2005,1,Winter,32.869,1
2005-01-17,33.42,1.46,79.0,2005,1,Winter,32.81466666666667,1
2005-01-18,33.54,0.51,70.0,2005,1,Winter,32.84166666666667,1
2005-01-19,31.15,0.7,57.0,2005,1,Winter,32.830333333333336,1
2005-01-20,35.73,1.03,58.0,2005,1,Winter,33.05533333333334,1
2005-01-21,31.45,2.4,28.0,2005,1,Winter,33.042,1
2005-01-22,35.11,1.23,66.0,2005,1,Winter,33.11666666666667,1
2005-01-23,34.02,0.05,76.0,2005,1,Winter,33.20666666666666,1
2005-01-24,31.85,1.82,41.0,2005,1,Winter,33.167,1
2005-01-25,36.68,4.54,58.0,2005,1,Winter,33.27433333333333,1
2005-01-26,30.73,0.64,57.0,2005,1,Winter,33.20333333333333,1
2005-01-27,34.94,3.49,67.0,2005,1,Winter,33.301,1
2005-01-28,35.09,0.79,62.0,2005,1,Winter,33.349000000000004,1
2005-01-29,31.73,0.62,46.0,2005,1,Winter,33.266666666666666,1
2005-01-30,35.84,0.4,84.0,2005,1,Winter,33.42366666666667,1
2005-01-31,32.54,1.07,35.0,2005,1,Winter,33.303999999999995,1
2005-02-01,33.59,0.26,51.0,2005,2,Winter,33.32,1
2005-02-02,33.52,0.11,40.0,2005,2,Winter,33.32566666666666,1
2005-02-03,32.71,0.03,65.0,2005,2,Winter,33.25866666666666,1
2005-02-04,34.58,0.35,67.0,2005,2,Winter,33.28566666666667,1
2005-02-05,34.53,0.5,58.0,2005,2,Winter,33.263,1
2005-02-06,29.42,0.8,42.0,2005,2,Winter,33.114666666666665,1
2005-02-07,35.5,0.35,46.0,2005,2,Winter,33.229,1
2005-02-08,29.55,4.14,73.0,2005,2,Winter,33.080333333333336,1
2005-02-09,34.92,0.34,59.0,2005,2,Winter,33.211,1
2005-02-10,35.08,0.58,53.0,2005,2,Winter,33.26366666666667,1
2005-02-11,30.62,0.11,50.0,2005,2,Winter,33.17733333333334,1
2005-02-12,31.96,0.3,58.0,2005,2,Winter,33.147666666666666,1
2005-02-13,30.54,0.05,69.0,2005,2,Winter,33.065666666666665,1
2005-02-14,32.3,0.82,56.0,2005,2,Winter,33.15933333333333,1
2005-02-15,32.09,1.39,66.0,2005,2,Winter,33.157666666666664,1
2005-02-16,34.24,0.22,37.0,2005,2,Winter,33.185,1
2005-02-17,35.27,0.46,77.0,2005,2,Winter,33.242666666666665,1
2005-02-18,35.41,0.02,59.0,2005,2,Winter,33.38466666666667,1
2005-02-19,31.47,1.83,45.0,2005,2,Winter,33.242666666666665,1
2005-02-20,32.15,1.51,67.0,2005,2,Winter,33.266,1
2005-02-21,29.17,0.07,63.0,2005,2,Winter,33.068000000000005,1
2005-02-22,30.89,0.45,43.0,2005,2,Winter,32.96366666666667,1
2005-02-23,34.41,3.11,58.0,2005,2,Winter,33.049,1
2005-02-24,35.68,0.5,52.0,2005,2,Winter,33.01566666666667,1
2005-02-25,29.94,0.75,41.0,2005,2,Winter,32.989333333333335,1
2005-02-26,31.2,0.44,54.0,2005,2,Winter,32.86466666666667,1
2005-02-27,32.3,0.91,44.0,2005,2,Winter,32.77166666666667,1
2005-02-28,32.88,3.82,42.0,2005,2,Winter,32.81,1
2005-03-01,30.66,5.99,67.0,2005,3,Summer,32.63733333333333,1
2005-03-02,33.1,1.49,65.0,2005,3,Summer,32.656,1
2005-03-03,31.27,0.52,56.0,2005,3,Summer,32.57866666666667,1
2005-03-04,32.15,0.68,26.0,2005,3,Summer,32.533,1
2005-03-05,33.24,0.44,59.0,2005,3,Summer,32.550666666666665,1
2005-03-06,32.12,4.24,71.0,2005,3,Summer,32.468666666666664,1
2005-03-07,31.2,1.23,78.0,2005,3,Summer,32.35766666666667,1
2005-03-08,31.81,0.6,75.0,2005,3,Summer,32.437333333333335,1
2005-03-09,31.82,0.01,42.0,2005,3,Summer,32.31466666666667,1
2005-03-10,31.22,0.73,48.0,2005,3,Summer,32.370333333333335,1
2005-03-11,31.4,4.13,58.0,2005,3,Summer,32.253,1
2005-03-12,35.08,0.74,59.0,2005,3,Summer,32.253,1
2005-03-13,32.96,0.2,60.0,2005,3,Summer,32.330999999999996,1
2005-03-14,31.21,0.02,77.0,2005,3,Summer,32.306000000000004,1
2005-03-15,33.15,0.44,63.0,2005,3,Summer,32.393,1
2005-03-16,31.05,2.5,78.0,2005,3,Summer,32.35133333333333,1
2005-03-17,34.02,5.67,48.0,2005,3,Summer,32.41566666666667,1
2005-03-18,32.38,2.91,54.0,2005,3,Summer,32.35366666666667,1
2005-03-19,31.38,1.31,54.0,2005,3,Summer,32.224000000000004,1
2005-03-20,32.45,0.82,59.0,2005,3,Summer,32.12533333333333,1
2005-03-21,28.37,0.89,40.0,2005,3,Summer,32.022,1
2005-03-22,29.21,0.77,89.0,2005,3,Summer,31.924,1
2005-03-23,29.03,1.23,61.0,2005,3,Summer,31.91933333333333,1
2005-03-24,31.66,0.54,43.0,2005,3,Summer,31.945,1
2005-03-25,34.79,1.11,44.0,2005,3,Summer,31.957666666666668,1
2005-03-26,35.75,0.13,61.0,2005,3,Summer,31.96,1
2005-03-27,32.51,0.31,69.0,2005,3,Summer,32.04566666666667,1
2005-03-28,32.19,1.81,74.0,2005,3,Summer,32.07866666666667,1
2005-03-29,27.54,2.34,61.0,2005,3,Summer,31.92,1
2005-03-30,30.01,0.77,69.0,2005,3,Summer,31.824333333333335,1
2005-03-31,29.47,0.03,65.0,2005,3,Summer,31.78466666666667,1
2005-04-01,29.76,2.62,58.0,2005,4,Summer,31.673333333333336,1
2005-04-02,30.62,1.21,55.0,2005,4,Summer,31.651666666666667,1
2005-04-03,29.96,0.53,60.0,2005,4,Summer,31.578666666666667,1
2005-04-04,26.9,0.91,58.0,2005,4,Summer,31.367333333333338,1
2005-04-05,32.3,0.56,60.0,2005,4,Summer,31.373333333333335,1
2005-04-06,28.61,0.63,67.0,2005,4,Summer,31.287,1
2005-04-07,31.18,2.18,84.0,2005,4,Summer,31.266000000000002,1
2005-04-08,34.8,0.18,45.0,2005,4,Summer,31.365333333333336,1
2005-04-09,28.76,0.11,61.0,2005,4,Summer,31.283333333333335,1
2005-04-10,25.49,0.0,65.0,2005,4,Summer,31.086333333333336,1
2005-04-11,29.93,0.38,54.0,2005,4,Summer,30.91466666666667,1
2005-04-12,32.65,0.16,76.0,2005,4,Summer,30.904333333333334,1
2005-04-13,34.31,0.25,53.0,2005,4,Summer,31.00766666666667,1
2005-04-14,27.88,0.01,70.0,2005,4,Summer,30.832,1
2005-04-15,31.28,0.26,79.0,2005,4,Summer,30.83966666666667,1
2005-04-16,29.3,0.4,66.0,2005,4,Summer,30.68233333333333,1
2005-04-17,29.96,0.03,57.0,2005,4,Summer,30.601666666666667,1
2005-04-18,35.41,0.94,67.0,2005,4,Summer,30.735999999999997,1
2005-04-19,27.06,0.84,54.0,2005,4,Summer,30.556333333333335,1
2005-04-20,30.52,0.1,49.0,2005,4,Summer,30.628,1
2005-04-21,30.89,0.9,65.0,2005,4,Summer,30.684,1
2005-04-22,32.07,6.61,71.0,2005,4,Summer,30.785333333333334,1
2005-04-23,30.04,2.89,61.0,2005,4,Summer,30.731333333333332,1
2005-04-24,30.4,0.0,68.0,2005,4,Summer,30.584999999999997,1
2005-04-25,28.95,1.59,95.0,2005,4,Summer,30.358333333333334,1
2005-04-26,30.21,0.44,78.0,2005,4,Summer,30.281666666666663,1
2005-04-27,28.93,0.07,52.0,2005,4,Summer,30.173000000000002,1
2005-04-28,30.8,0.35,63.0,2005,4,Summer,30.281666666666663,1
2005-04-29,28.76,0.39,65.0,2005,4,Summer,30.24,1
2005-04-30,30.19,0.74,47.0,2005,4,Summer,30.264,1
2005-05-01,29.32,1.08,69.0,2005,5,Summer,30.24933333333333,1
2005-05-02,31.57,1.38,49.0,2005,5,Summer,30.281,1
2005-05-03,29.16,0.28,70.0,2005,5,Summer,30.25433333333333,1
2005-05-04,25.65,0.39,89.0,2005,5,Summer,30.212666666666664,1
2005-05-05,31.66,0.37,58.0,2005,5,Summer,30.191333333333333,1
2005-05-06,27.27,0.45,67.0,2005,5,Summer,30.146666666666665,1
2005-05-07,27.71,7.98,64.0,2005,5,Summer,30.031000000000002,1
2005-05-08,27.77,1.5,46.0,2005,5,Summer,29.796666666666667,1
2005-05-09,31.65,3.69,49.0,2005,5,Summer,29.892999999999997,1
2005-05-10,24.56,1.18,65.0,2005,5,Summer,29.862,1
2005-05-11,35.05,0.52,62.0,2005,5,Summer,30.032666666666668,1
2005-05-12,30.82,0.49,58.0,2005,5,Summer,29.971666666666668,1
2005-05-13,29.1,0.67,74.0,2005,5,Summer,29.798,1
2005-05-14,28.48,0.54,67.0,2005,5,Summer,29.817999999999998,1
2005-05-15,29.09,1.76,93.0,2005,5,Summer,29.745,1
2005-05-16,29.5,0.63,46.0,2005,5,Summer,29.75166666666667,1
2005-05-17,29.69,0.35,54.0,2005,5,Summer,29.742666666666665,1
2005-05-18,29.44,1.49,82.0,2005,5,Summer,29.54366666666667,1
2005-05-19,28.45,1.93,85.0,2005,5,Summer,29.589999999999996,1
2005-05-20,27.81,0.55,47.0,2005,5,Summer,29.499666666666666,1
2005-05-21,27.84,1.1,54.0,2005,5,Summer,29.398000000000003,1
2005-05-22,27.69,0.06,57.0,2005,5,Summer,29.252,1
2005-05-23,30.28,0.75,81.0,2005,5,Summer,29.259999999999998,1
2005-05-24,29.14,0.05,58.0,2005,5,Summer,29.218,1
2005-05-25,22.0,0.03,57.0,2005,5,Summer,28.98633333333333,1
2005-05-26,29.13,0.95,56.0,2005,5,Summer,28.950333333333333,1
2005-05-27,28.14,0.36,62.0,2005,5,Summer,28.924,1
2005-05-28,27.65,1.36,65.0,2005,5,Summer,28.819000000000003,1
2005-05-29,26.84,2.26,88.0,2005,5,Summer,28.755000000000003,1
2005-05-30,29.8,0.15,82.0,2005,5,Summer,28.742,1
2005-05-31,29.38,1.29,44.0,2005,5,Summer,28.744000000000003,1
2005-06-01,25.88,1.86,57.0,2005,6,Monsoon,28.554333333333332,1
2005-06-02,28.17,1.12,60.0,2005,6,Monsoon,28.521333333333335,1
2005-06-03,25.35,23.72,53.0,2005,6,Monsoon,28.511333333333333,1
2005-06-04,24.46,60.53,75.0,2005,6,Monsoon,28.271333333333335,1
2005-06-05,25.9,1.79,80.0,2005,6,Monsoon,28.225666666666665,1
2005-06-06,28.81,0.56,53.0,2005,6,Monsoon,28.26233333333333,1
2005-06-07,28.93,4.0,60.0,2005,6,Monsoon,28.301,1
2005-06-08,27.98,6.19,73.0,2005,6,Monsoon,28.17866666666667,1
2005-06-09,28.34,2.29,76.0,2005,6,Monsoon,28.30466666666667,1
2005-06-10,27.85,3.59,52.0,2005,6,Monsoon,28.064666666666664,1
2005-06-11,25.47,2.24,67.0,2005,6,Monsoon,27.886333333333333,1
2005-06-12,27.55,14.88,50.0,2005,6,Monsoon,27.834666666666667,1
2005-06-13,28.22,12.47,76.0,2005,6,Monsoon,27.826,1
2005-06-14,28.06,10.08,49.0,2005,6,Monsoon,27.791666666666668,1
2005-06-15,28.86,4.9,62.0,2005,6,Monsoon,27.770333333333333,1
2005-06-16,27.83,23.97,53.0,2005,6,Monsoon,27.708333333333332,1
2005-06-17,27.05,34.91,45.0,2005,6,Monsoon,27.628666666666668,1
2005-06-18,28.42,1.91,51.0,2005,6,Monsoon,27.627666666666666,1
2005-06-19,26.16,2.52,55.0,2005,6,Monsoon,27.572666666666667,1
2005-06-20,24.38,7.46,79.0,2005,6,Monsoon,27.45733333333333,1
2005-06-21,25.75,0.96,53.0,2005,6,Monsoon,27.392666666666667,1
2005-06-22,24.52,5.73,61.0,2005,6,Monsoon,27.200666666666667,1
2005-06-23,24.59,8.72,50.0,2005,6,Monsoon,27.049,1
2005-06-24,25.58,7.38,74.0,2005,6,Monsoon,27.168333333333337,1
2005-06-25,24.21,4.02,76.0,2005,6,Monsoon,27.00433333333333,1
2005-06-26,25.12,7.82,72.0,2005,6,Monsoon,26.903666666666663,1
2005-06-27,21.88,31.89,55.0,2005,6,Monsoon,26.711333333333332,1
2005-06-28,26.02,2.31,50.0,2005,6,Monsoon,26.684000000000005,1
2005-06-29,25.53,10.64,46.0,2005,6,Monsoon,26.541666666666668,1
2005-06-30,23.82,0.44,72.0,2005,6,Monsoon,26.356333333333332,1
2005-07-01,26.71,0.69,53.0,2005,7,Monsoon,26.384,1
2005-07-02,27.19,8.03,73.0,2005,7,Monsoon,26.351333333333336,1
2005-07-03,22.04,1.11,47.0,2005,7,Monsoon,26.241,1
2005-07-04,23.66,0.23,57.0,2005,7,Monsoon,26.214333333333332,1
2005-07-05,23.58,1.88,53.0,2005,7,Monsoon,26.137,1
2005-07-06,23.17,8.32,49.0,2005,7,Monsoon,25.948999999999998,1
2005-07-07,26.64,12.15,34.0,2005,7,Monsoon,25.872666666666664,1
2005-07-08,24.52,2.26,40.0,2005,7,Monsoon,25.757333333333335,1
2005-07-09,24.31,11.03,77.0,2005,7,Monsoon,25.623,1
2005-07-10,20.76,2.01,47.0,2005,7,Monsoon,25.386666666666667,1
2005-07-11,25.97,9.51,70.0,2005,7,Monsoon,25.403333333333332,1
2005-07-12,22.16,5.31,60.0,2005,7,Monsoon,25.223666666666666,1
2005-07-13,24.69,10.61,55.0,2005,7,Monsoon,25.106,1
2005-07-14,25.05,53.09,54.0,2005,7,Monsoon,25.005666666666666,1
2005-07-15,27.15,27.78,59.0,2005,7,Monsoon,24.948666666666664,1
2005-07-16,21.74,0.04,70.0,2005,7,Monsoon,24.74566666666667,1
2005-07-17,18.25,21.67,42.0,2005,7,Monsoon,24.452333333333332,1
2005-07-18,24.59,0.69,59.0,2005,7,Monsoon,24.324666666666666,1
2005-07-19,27.76,30.59,66.0,2005,7,Monsoon,24.378,1
2005-07-20,26.57,3.31,71.0,2005,7,Monsoon,24.451000000000004,1
2005-07-21,24.44,4.81,75.0,2005,7,Monsoon,24.407333333333334,1
2005-07-22,22.97,0.96,57.0,2005,7,Monsoon,24.355666666666668,1
2005-07-23,25.5,1.19,39.0,2005,7,Monsoon,24.386000000000003,1
2005-07-24,21.87,12.97,66.0,2005,7,Monsoon,24.262333333333334,1
2005-07-25,24.7,28.88,58.0,2005,7,Monsoon,24.278666666666666,1
2005-07-26,24.7,9.44,78.0,2005,7,Monsoon,24.264666666666667,1
2005-07-27,25.74,12.58,63.0,2005,7,Monsoon,24.393333333333334,1
2005-07-28,29.07,14.35,78.0,2005,7,Monsoon,24.494999999999997,1
2005-07-29,24.27,3.05,52.0,2005,7,Monsoon,24.453,1
2005-07-30,22.4,0.46,78.0,2005,7,Monsoon,24.40566666666667,1
2005-07-31,23.3,0.02,62.0,2005,7,Monsoon,24.291999999999998,1
2005-08-01,19.75,4.32,66.0,2005,8,Monsoon,24.043999999999997,1
2005-08-02,21.83,2.76,34.0,2005,8,Monsoon,24.037,1
2005-08-03,22.33,0.64,77.0,2005,8,Monsoon,23.992666666666665,1
2005-08-04,22.04,1.98,57.0,2005,8,Monsoon,23.941333333333333,1
2005-08-05,23.32,1.33,67.0,2005,8,Monsoon,23.94633333333333,1
2005-08-06,21.31,24.64,55.0,2005,8,Monsoon,23.768666666666668,1
2005-08-07,25.13,1.51,77.0,2005,8,Monsoon,23.788999999999998,1
2005-08-08,22.82,7.71,63.0,2005,8,Monsoon,23.73933333333333,1
2005-08-09,22.74,8.99,62.0,2005,8,Monsoon,23.805333333333333,1
2005-08-10,22.04,7.84,88.0,2005,8,Monsoon,23.674333333333333,1
2005-08-11,22.94,1.04,23.0,2005,8,Monsoon,23.700333333333333,1
2005-08-12,24.21,3.84,54.0,2005,8,Monsoon,23.68433333333333,1
2005-08-13,20.77,0.53,58.0,2005,8,Monsoon,23.541666666666668,1
2005-08-14,21.12,5.04,48.0,2005,8,Monsoon,23.340666666666667,1
2005-08-15,21.77,2.09,65.0,2005,8,Monsoon,23.341666666666665,1
2005-08-16,19.62,8.25,40.0,2005,8,Monsoon,23.387333333333334,1
2005-08-17,20.61,11.8,41.0,2005,8,Monsoon,23.254666666666665,1
2005-08-18,21.23,7.6,67.0,2005,8,Monsoon,23.037,1
2005-08-19,23.87,5.7,46.0,2005,8,Monsoon,22.947,1
2005-08-20,22.58,4.9,68.0,2005,8,Monsoon,22.884999999999998,1
2005-08-21,22.38,18.43,51.0,2005,8,Monsoon,22.865333333333332,1
2005-08-22,23.63,2.48,47.0,2005,8,Monsoon,22.802999999999997,1
2005-08-23,21.6,13.25,45.0,2005,8,Monsoon,22.793999999999997,1
2005-08-24,22.59,14.17,46.0,2005,8,Monsoon,22.723666666666666,1
2005-08-25,21.54,5.43,54.0,2005,8,Monsoon,22.618333333333332,1
2005-08-26,22.22,3.53,48.0,2005,8,Monsoon,22.500999999999998,1
2005-08-27,20.46,6.36,58.0,2005,8,Monsoon,22.214000000000002,1
2005-08-28,16.69,0.98,32.0,2005,8,Monsoon,21.961333333333332,1
2005-08-29,21.24,0.47,47.0,2005,8,Monsoon,21.922666666666665,1
2005-08-30,24.29,1.18,79.0,2005,8,Monsoon,21.955666666666666,1
2005-08-31,23.24,2.07,41.0,2005,8,Monsoon,22.072,1
2005-09-01,23.26,7.02,50.0,2005,9,Monsoon,22.119666666666664,1
2005-09-02,23.74,18.91,79.0,2005,9,Monsoon,22.166666666666668,1
2005-09-03,21.38,2.69,59.0,2005,9,Monsoon,22.144666666666662,1
2005-09-04,21.54,27.36,34.0,2005,9,Monsoon,22.085333333333335,1
2005-09-05,19.86,30.99,69.0,2005,9,Monsoon,22.037,1
2005-09-06,20.4,31.92,78.0,2005,9,Monsoon,21.87933333333333,1
2005-09-07,22.21,18.17,60.0,2005,9,Monsoon,21.858999999999998,1
2005-09-08,23.33,4.52,52.0,2005,9,Monsoon,21.878666666666668,1
2005-09-09,20.58,0.75,34.0,2005,9,Monsoon,21.83,1
2005-09-10,19.9,8.41,53.0,2005,9,Monsoon,21.728666666666665,1
2005-09-11,20.75,8.18,41.0,2005,9,Monsoon,21.613333333333333,1
2005-09-12,21.89,18.97,60.0,2005,9,Monsoon,21.650666666666666,1
2005-09-13,17.75,55.19,72.0,2005,9,Monsoon,21.538333333333334,1
2005-09-14,15.99,7.1,45.0,2005,9,Monsoon,21.345666666666666,1
2005-09-15,19.43,4.23,70.0,2005,9,Monsoon,21.339333333333332,1
2005-09-16,18.03,2.06,34.0,2005,9,Monsoon,21.253333333333334,1
2005-09-17,19.4,0.05,56.0,2005,9,Monsoon,21.192333333333334,1
2005-09-18,20.07,7.12,30.0,2005,9,Monsoon,21.065666666666665,1
2005-09-19,19.4,8.11,63.0,2005,9,Monsoon,20.95966666666667,1
2005-09-20,23.16,17.43,77.0,2005,9,Monsoon,20.985666666666667,1
2005-09-21,20.86,7.02,53.0,2005,9,Monsoon,20.893333333333334,1
2005-09-22,20.75,24.83,62.0,2005,9,Monsoon,20.865000000000002,1
2005-09-23,21.35,9.89,52.0,2005,9,Monsoon,20.823666666666668,1
2005-09-24,9.77,18.35,65.0,2005,9,Monsoon,20.431333333333335,1
2005-09-25,22.08,1.61,72.0,2005,9,Monsoon,20.426666666666666,1
2005-09-26,19.8,19.33,60.0,2005,9,Monsoon,20.404666666666667,1
2005-09-27,21.24,11.24,52.0,2005,9,Monsoon,20.556333333333335,1
2005-09-28,17.7,1.87,64.0,2005,9,Monsoon,20.438333333333333,1
2005-09-29,16.69,2.1,87.0,2005,9,Monsoon,20.185000000000002,1
2005-09-30,21.38,26.1,65.0,2005,9,Monsoon,20.123,1
2005-10-01,20.45,0.21,41.0,2005,10,Post-Monsoon,20.029333333333334,1
2005-10-02,17.85,0.55,88.0,2005,10,Post-Monsoon,19.833000000000002,1
2005-10-03,17.86,0.89,48.0,2005,10,Post-Monsoon,19.715666666666667,1
2005-10-04,21.81,0.93,48.0,2005,10,Post-Monsoon,19.724666666666668,1
2005-10-05,17.13,0.35,75.0,2005,10,Post-Monsoon,19.633666666666667,1
2005-10-06,22.75,2.53,54.0,2005,10,Post-Monsoon,19.712,1
