Date,Temperature_C,Rainfall_mm,Humidity_pct
2005-01-03,33.35,2.0,65.0
2005-01-04,34.72,1.51,93.0
2005-01-05,33.77,0.5,63.0
2005-01-06,35.21,1.87,75.0
2005-01-07,33.87,0.05,68.0
2005-01-08,32.07,1.52,51.0
2005-01-09,34.01,0.23,59.0
2005-01-10,31.0,0.34,77.0
2005-01-11,33.5,0.68,55.0
2005-01-12,33.21,0.6,66.0
2005-01-13,32.85,0.74,51.0
2005-01-14,33.0,0.79,74.0
2005-01-15,29.49,0.4,61.0
2005-01-16,32.14,0.19,73.0
2005-01-17,33.42,1.46,79.0
2005-01-18,33.54,0.51,70.0
2005-01-19,31.15,0.7,57.0
2005-01-20,35.73,1.03,58.0
2005-01-21,31.45,2.4,28.0
2005-01-22,35.11,1.23,66.0
2005-01-23,34.02,0.05,76.0
2005-01-24,31.85,1.82,41.0
2005-01-25,36.68,4.54,58.0
2005-01-26,30.73,0.64,57.0
2005-01-27,34.94,3.49,67.0
2005-01-28,35.09,0.79,62.0
2005-01-29,31.73,0.62,46.0
2005-01-30,35.84,0.4,84.0
2005-01-31,32.54,1.07,35.0
2005-02-01,33.59,0.26,51.0
2005-02-02,33.52,0.11,40.0
2005-02-03,32.71,0.03,65.0
2005-02-04,34.58,0.35,67.0
2005-02-05,34.53,0.5,58.0
2005-02-06,29.42,0.8,42.0
2005-02-07,35.5,0.35,46.0
2005-02-08,29.55,4.14,73.0
2005-02-09,34.92,0.34,59.0
2005-02-10,35.08,0.58,53.0
2005-02-11,30.62,0.11,50.0
2005-02-12,31.96,0.3,58.0
2005-02-13,30.54,0.05,69.0
2005-02-14,32.3,0.82,56.0
2005-02-15,32.09,1.39,66.0
2005-02-16,34.24,0.22,37.0
2005-02-17,35.27,0.46,77.0
2005-02-18,35.41,0.02,59.0
2005-02-19,31.47,1.83,45.0
2005-02-20,32.15,1.51,67.0
2005-02-21,29.17,0.07,63.0
2005-02-22,30.89,0.45,43.0
2005-02-23,34.41,3.11,58.0
2005-02-24,35.68,0.5,52.0
2005-02-25,29.94,0.75,41.0
2005-02-26,31.2,0.44,54.0
2005-02-27,32.3,0.91,44.0
2005-02-28,32.88,3.82,42.0
2005-03-01,30.66,5.99,67.0
2005-03-02,33.1,1.49,65.0
2005-03-03,31.27,0.52,56.0
2005-03-04,32.15,0.68,26.0
2005-03-05,33.24,0.44,59.0
2005-03-06,32.12,4.24,71.0
2005-03-07,31.2,1.23,78.0
2005-03-08,31.81,0.6,75.0
2005-03-09,31.82,0.01,42.0
2005-03-10,31.22,0.73,48.0
2005-03-11,31.4,4.13,58.0
2005-03-12,35.08,0.74,59.0
2005-03-13,32.96,0.2,60.0
2005-03-14,31.21,0.02,77.0
2005-03-15,33.15,0.44,63.0
2005-03-16,31.05,2.5,78.0
2005-03-17,34.02,5.67,48.0
2005-03-18,32.38,2.91,54.0
2005-03-19,31.38,1.31,54.0
2005-03-20,32.45,0.82,59.0
2005-03-21,28.37,0.89,40.0
2005-03-22,29.21,0.77,89.0
2005-03-23,29.03,1.23,61.0
2005-03-24,31.66,0.54,43.0
2005-03-25,34.79,1.11,44.0
2005-03-26,35.75,0.13,61.0
2005-03-27,32.51,0.31,69.0
2005-03-28,32.19,1.81,74.0
2005-03-29,27.54,2.34,61.0
2005-03-30,30.01,0.77,69.0
2005-03-31,29.47,0.03,65.0
2005-04-01,29.76,2.62,58.0
2005-04-02,30.62,1.21,55.0
2005-04-03,29.96,0.53,60.0
2005-04-04,26.9,0.91,58.0
2005-04-05,32.3,0.56,60.0
2005-04-06,28.61,0.63,67.0
2005-04-07,31.18,2.18,84.0
2005-04-08,34.8,0.18,45.0
2005-04-09,28.76,0.11,61.0
2005-04-10,25.49,0.0,65.0
2005-04-11,29.93,0.38,54.0
2005-04-12,32.65,0.16,76.0
2005-04-13,34.31,0.25,53.0
2005-04-14,27.88,0.01,70.0
2005-04-15,31.28,0.26,79.0
2005-04-16,29.3,0.4,66.0
2005-04-17,29.96,0.03,57.0
2005-04-18,35.41,0.94,67.0
2005-04-19,27.06,0.84,54.0
2005-04-20,30.52,0.1,49.0
2005-04-21,30.89,0.9,65.0
2005-04-22,32.07,6.61,71.0
2005-04-23,30.04,2.89,61.0
2005-04-24,30.4,0.0,68.0
2005-04-25,28.95,1.59,95.0
2005-04-26,30.21,0.44,78.0
2005-04-27,28.93,0.07,52.0
2005-04-28,30.8,0.35,63.0
2005-04-29,28.76,0.39,65.0
2005-04-30,30.19,0.74,47.0
2005-05-01,29.32,1.08,69.0
2005-05-02,31.57,1.38,49.0
2005-05-03,29.16,0.28,70.0
2005-05-04,25.65,0.39,89.0
2005-05-05,31.66,0.37,58.0
2005-05-06,27.27,0.45,67.0
2005-05-07,27.71,7.98,64.0
2005-05-08,27.77,1.5,46.0
2005-05-09,31.65,3.69,49.0
2005-05-10,24.56,1.18,65.0
2005-05-11,35.05,0.52,62.0
2005-05-12,30.82,0.49,58.0
2005-05-13,29.1,0.67,74.0
2005-05-14,28.48,0.54,67.0
2005-05-15,29.09,1.76,93.0
2005-05-16,29.5,0.63,46.0
2005-05-17,29.69,0.35,54.0
2005-05-18,29.44,1.49,82.0
2005-05-19,28.45,1.93,85.0
2005-05-20,27.81,0.55,47.0
2005-05-21,27.84,1.1,54.0
2005-05-22,27.69,0.06,57.0
2005-05-23,30.28,0.75,81.0
2005-05-24,29.14,0.05,58.0
2005-05-25,22.0,0.03,57.0
2005-05-26,29.13,0.95,56.0
2005-05-27,28.14,0.36,62.0
2005-05-28,27.65,1.36,65.0
2005-05-29,26.84,2.26,88.0
2005-05-30,29.8,0.15,82.0
2005-05-31,29.38,1.29,44.0
2005-06-01,25.88,1.86,57.0
2005-06-02,28.17,1.12,60.0
2005-06-03,25.35,23.72,53.0
2005-06-04,24.46,60.53,75.0
2005-06-05,25.9,1.79,80.0
2005-06-06,28.81,0.56,53.0
2005-06-07,28.93,4.0,60.0
2005-06-08,27.98,6.19,73.0
2005-06-09,28.34,2.29,76.0
2005-06-10,27.85,3.59,52.0
2005-06-11,25.47,2.24,67.0
2005-06-12,27.55,14.88,50.0
2005-06-13,28.22,12.47,76.0
2005-06-14,28.06,10.08,49.0
2005-06-15,28.86,4.9,62.0
2005-06-16,27.83,23.97,53.0
2005-06-17,27.05,34.91,45.0
2005-06-18,28.42,1.91,51.0
2005-06-19,26.16,2.52,55.0
2005-06-20,24.38,7.46,79.0
2005-06-21,25.75,0.96,53.0
2005-06-22,24.52,5.73,61.0
2005-06-23,24.59,8.72,50.0
2005-06-24,25.58,7.38,74.0
2005-06-25,24.21,4.02,76.0
2005-06-26,25.12,7.82,72.0
2005-06-27,21.88,31.89,55.0
2005-06-28,26.02,2.31,50.0
2005-06-29,25.53,10.64,46.0
2005-06-30,23.82,0.44,72.0
2005-07-01,26.71,0.69,53.0
2005-07-02,27.19,8.03,73.0
2005-07-03,22.04,1.11,47.0
2005-07-04,23.66,0.23,57.0
2005-07-05,23.58,1.88,53.0
2005-07-06,23.17,8.32,49.0
2005-07-07,26.64,12.15,34.0
2005-07-08,24.52,2.26,40.0
2005-07-09,24.31,11.03,77.0
2005-07-10,20.76,2.01,47.0
2005-07-11,25.97,9.51,70.0
2005-07-12,22.16,5.31,60.0
2005-07-13,24.69,10.61,55.0
2005-07-14,25.05,53.09,54.0
2005-07-15,27.15,27.78,59.0
2005-07-16,21.74,0.04,70.0
2005-07-17,18.25,21.67,42.0
2005-07-18,24.59,0.69,59.0
2005-07-19,27.76,30.59,66.0
2005-07-20,26.57,3.31,71.0
2005-07-21,24.44,4.81,75.0
2005-07-22,22.97,0.96,57.0
2005-07-23,25.5,1.19,39.0
2005-07-24,21.87,12.97,66.0
2005-07-25,24.7,28.88,58.0
2005-07-26,24.7,9.44,78.0
2005-07-27,25.74,12.58,63.0
2005-07-28,29.07,14.35,78.0
2005-07-29,24.27,3.05,52.0
2005-07-30,22.4,0.46,78.0
2005-07-31,23.3,0.02,62.0
2005-08-01,19.75,4.32,66.0
2005-08-02,21.83,2.76,34.0
2005-08-03,22.33,0.64,77.0
2005-08-04,22.04,1.98,57.0
2005-08-05,23.32,1.33,67.0
2005-08-06,21.31,24.64,55.0
2005-08-07,25.13,1.51,77.0
2005-08-08,22.82,7.71,63.0
2005-08-09,22.74,8.99,62.0
2005-08-10,22.04,7.84,88.0
2005-08-11,22.94,1.04,23.0
2005-08-12,24.21,3.84,54.0
2005-08-13,20.77,0.53,58.0
2005-08-14,21.12,5.04,48.0
2005-08-15,21.77,2.09,65.0
2005-08-16,19.62,8.25,40.0
2005-08-17,20.61,11.8,41.0
2005-08-18,21.23,7.6,67.0
2005-08-19,23.87,5.7,46.0
2005-08-20,22.58,4.9,68.0
2005-08-21,22.38,18.43,51.0
2005-08-22,23.63,2.48,47.0
2005-08-23,21.6,13.25,45.0
2005-08-24,22.59,14.17,46.0
2005-08-25,21.54,5.43,54.0
2005-08-26,22.22,3.53,48.0
2005-08-27,20.46,6.36,58.0
2005-08-28,16.69,0.98,32.0
2005-08-29,21.24,0.47,47.0
2005-08-30,24.29,1.18,79.0
2005-08-31,23.24,2.07,41.0
2005-09-01,23.26,7.02,50.0
2005-09-02,23.74,18.91,79.0
2005-09-03,21.38,2.69,59.0
2005-09-04,21.54,27.36,34.0
2005-09-05,19.86,30.99,69.0
2005-09-06,20.4,31.92,78.0
2005-09-07,22.21,18.17,60.0
2005-09-08,23.33,4.52,52.0
2005-09-09,20.58,0.75,34.0
2005-09-10,19.9,8.41,53.0
2005-09-11,20.75,8.18,41.0
2005-09-12,21.89,18.97,60.0
2005-09-13,17.75,55.19,72.0
2005-09-14,15.99,7.1,45.0
2005-09-15,19.43,4.23,70.0
2005-09-16,18.03,2.06,34.0
2005-09-17,19.4,0.05,56.0
2005-09-18,20.07,7.12,30.0
2005-09-19,19.4,8.11,63.0
2005-09-20,23.16,17.43,77.0
2005-09-21,20.86,7.02,53.0
2005-09-22,20.75,24.83,62.0
2005-09-23,21.35,9.89,52.0
2005-09-24,9.77,18.35,65.0
2005-09-25,22.08,1.61,72.0
2005-09-26,19.8,19.33,60.0
2005-09-27,21.24,11.24,52.0
2005-09-28,17.7,1.87,64.0
2005-09-29,16.69,2.1,87.0
2005-09-30,21.38,26.1,65.0
2005-10-01,20.45,0.21,41.0
2005-10-02,17.85,0.55,88.0
2005-10-03,17.86,0.89,48.0
2005-10-04,21.81,0.93,48.0
2005-10-05,17.13,0.35,75.0
2005-10-06,22.75,2.53,54.0
2005-10-07,17.62,2.47,67.0
2005-10-08,20.65,0.5,66.0
2005-10-09,18.67,0.57,67.0
2005-10-10,20.49,1.21,82.0
2005-10-11,18.15,1.09,56.0
2005-10-12,18.87,0.48,61.0
2005-10-13,19.23,0.53,46.0
2005-10-14,17.1,0.43,71.0
2005-10-15,20.55,0.27,63.0
2005-10-16,18.0,0.61,79.0
2005-10-17,18.52,1.16,66.0
2005-10-18,16.95,1.35,86.0
2005-10-19,21.77,1.51,58.0
2005-10-20,18.48,0.47,64.0
2005-10-21,23.64,1.45,61.0
2005-10-22,20.35,0.01,50.0
2005-10-23,18.7,0.65,31.0
2005-10-24,18.18,1.58,63.0
2005-10-25,18.71,0.99,36.0
2005-10-26,19.72,0.64,67.0
2005-10-27,16.23,1.03,77.0
2005-10-28,20.78,2.37,59.0
2005-10-29,19.95,0.84,66.0
2005-10-30,19.92,1.61,66.0
2005-10-31,19.33,3.95,74.0
2005-11-01,18.45,1.22,59.0
2005-11-02,19.73,0.85,42.0
2005-11-03,19.53,0.04,34.0
2005-11-04,17.61,0.47,55.0
2005-11-05,17.14,0.83,36.0
2005-11-06,18.46,1.6,61.0
2005-11-07,21.32,0.58,64.0
2005-11-08,15.71,3.22,52.0
2005-11-09,15.23,0.32,71.0
2005-11-10,18.46,1.36,62.0
2005-11-11,18.2,0.54,50.0
2005-11-12,18.42,0.67,53.0
2005-11-13,18.53,1.62,80.0
2005-11-14,17.57,0.35,34.0
2005-11-15,20.97,0.1,56.0
2005-11-16,14.76,0.73,63.0
2005-11-17,16.28,0.75,51.0
2005-11-18,17.71,1.6,49.0
2005-11-19,14.6,3.45,77.0
2005-11-20,17.51,0.06,91.0
2005-11-21,21.17,0.9,55.0
2005-11-22,17.86,1.14,60.0
2005-11-23,18.26,4.25,69.0
2005-11-24,15.26,2.86,45.0
2005-11-25,16.52,1.25,61.0
2005-11-26,16.98,0.74,83.0
2005-11-27,17.08,0.18,96.0
2005-11-28,20.26,0.48,41.0
2005-11-29,18.79,0.88,47.0
2005-11-30,15.43,1.29,54.0
2005-12-01,18.13,1.01,54.0
2005-12-02,18.62,1.25,76.0
2005-12-03,19.89,0.56,61.0
2005-12-04,20.75,1.3,75.0
2005-12-05,15.54,0.16,64.0
2005-12-06,15.94,0.18,58.0
2005-12-07,15.03,0.18,67.0
2005-12-08,17.06,2.22,26.0
2005-12-09,18.45,0.08,55.0
2005-12-10,19.48,1.62,56.0
2005-12-11,17.34,0.27,39.0
2005-12-12,16.84,0.63,80.0
2005-12-13,17.77,2.48,56.0
2005-12-14,15.79,0.88,66.0
2005-12-15,21.63,0.24,73.0
2005-12-16,14.23,0.33,48.0
2005-12-17,17.8,2.53,64.0
2005-12-18,21.47,0.56,35.0
2005-12-19,17.43,0.88,68.0
2005-12-20,17.03,0.62,52.0
2005-12-21,16.69,0.48,56.0
2005-12-22,17.04,0.25,77.0
2005-12-23,20.14,1.16,87.0
2005-12-24,12.97,1.27,49.0
2005-12-25,20.45,0.32,47.0
2005-12-26,14.53,1.56,70.0
2005-12-27,16.85,1.93,70.0
2005-12-28,16.52,2.53,42.0
2005-12-29,18.55,0.18,60.0
2005-12-30,14.18,0.36,60.0
2005-12-31,18.3,1.97,59.0
2006-01-01,21.42,0.22,70.0
2006-01-02,14.65,0.0,83.0
2006-01-03,17.76,2.05,57.0
2006-01-04,16.06,0.4,87.0
2006-01-05,18.23,0.54,58.0
2006-01-06,17.42,0.59,85.0
2006-01-07,16.11,1.89,66.0
2006-01-08,18.37,0.41,76.0
2006-01-09,21.01,2.23,74.0
2006-01-10,17.02,0.96,48.0
2006-01-11,18.85,0.75,65.0
2006-01-12,14.83,0.39,46.0
2006-01-13,15.51,0.28,58.0
2006-01-14,18.38,0.98,43.0
2006-01-15,20.41,0.59,57.0
2006-01-16,18.16,2.41,61.0
2006-01-17,16.83,0.68,47.0
2006-01-18,17.47,0.72,60.0
2006-01-19,14.98,0.54,72.0
2006-01-20,18.7,1.56,45.0
2006-01-21,19.27,0.55,73.0
2006-01-22,16.61,0.31,74.0
2006-01-23,16.59,1.98,46.0
2006-01-24,18.08,0.91,21.0
2006-01-25,16.69,0.9,76.0
2006-01-26,17.44,0.94,56.0
2006-01-27,21.79,1.27,60.0
2006-01-28,17.11,0.38,90.0
2006-01-29,16.91,0.03,66.0
2006-01-30,16.35,1.66,67.0
2006-01-31,19.15,0.14,60.0
2006-02-01,17.31,1.28,57.0
2006-02-02,16.4,0.09,59.0
2006-02-03,20.36,0.47,58.0
2006-02-04,20.57,0.07,35.0
2006-02-05,16.56,0.74,45.0
2006-02-06,14.04,1.06,59.0
2006-02-07,19.81,0.19,91.0
2006-02-08,16.45,0.46,39.0
2006-02-09,19.43,2.66,52.0
2006-02-10,13.93,0.58,52.0
2006-02-11,19.68,1.62,70.0
2006-02-12,15.49,2.62,61.0
2006-02-13,19.4,3.66,50.0
2006-02-14,18.0,2.29,77.0
2006-02-15,16.09,0.38,45.0
2006-02-16,17.21,3.29,52.0
2006-02-17,19.42,1.67,43.0
2006-02-18,18.29,1.82,75.0
2006-02-19,19.27,0.02,59.0
2006-02-20,22.09,3.08,49.0
2006-02-21,15.04,1.51,67.0
2006-02-22,21.43,1.46,84.0
2006-02-23,18.43,0.09,26.0
2006-02-24,16.46,0.26,69.0
2006-02-25,15.63,3.28,86.0
2006-02-26,17.94,0.69,83.0
2006-02-27,20.2,0.51,56.0
2006-02-28,18.13,1.83,61.0
2006-03-01,21.44,0.09,63.0
2006-03-02,15.55,0.54,56.0
2006-03-03,18.46,0.47,74.0
2006-03-04,16.02,0.43,36.0
2006-03-05,19.29,0.37,69.0
2006-03-06,20.37,0.24,59.0
2006-03-07,17.79,0.19,75.0
2006-03-08,13.46,1.02,77.0
2006-03-09,19.11,2.52,62.0
2006-03-10,19.62,0.71,51.0
2006-03-11,19.59,0.35,76.0
2006-03-12,21.3,0.17,41.0
2006-03-13,16.72,1.77,44.0
2006-03-14,20.26,3.56,59.0
2006-03-15,21.33,0.43,52.0
2006-03-16,15.43,0.34,57.0
2006-03-17,19.67,0.92,55.0
2006-03-18,18.06,1.49,60.0
2006-03-19,18.95,0.61,82.0
2006-03-20,19.85,0.99,43.0
2006-03-21,18.22,1.26,53.0
2006-03-22,17.89,3.23,72.0
2006-03-23,19.36,0.18,61.0
2006-03-24,17.16,5.95,45.0
2006-03-25,17.21,0.5,59.0
2006-03-26,20.78,1.28,37.0
2006-03-27,17.17,0.85,75.0
2006-03-28,20.85,0.67,62.0
2006-03-29,20.49,1.2,93.0
2006-03-30,16.16,0.5,43.0
2006-03-31,18.3,0.13,50.0
2006-04-01,22.1,0.67,63.0
2006-04-02,17.79,0.74,80.0
2006-04-03,18.88,0.23,53.0
2006-04-04,20.78,2.74,49.0
2006-04-05,21.47,0.26,61.0
2006-04-06,27.45,0.53,50.0
2006-04-07,18.81,0.17,67.0
2006-04-08,22.9,0.77,61.0
2006-04-09,23.59,0.37,70.0
2006-04-10,22.12,0.67,73.0
2006-04-11,20.38,0.25,65.0
2006-04-12,18.65,0.06,77.0
2006-04-13,18.66,1.51,55.0
2006-04-14,21.42,1.02,38.0
2006-04-15,21.26,0.42,44.0
2006-04-16,23.28,0.05,59.0
2006-04-17,21.84,2.01,66.0
2006-04-18,17.58,0.19,69.0
2006-04-19,22.75,2.67,50.0
2006-04-20,18.71,0.65,73.0
2006-04-21,19.99,0.42,25.0
2006-04-22,21.31,1.35,52.0
2006-04-23,24.86,2.09,67.0
2006-04-24,27.15,0.46,74.0
2006-04-25,22.2,0.52,71.0
2006-04-26,20.68,0.57,74.0
2006-04-27,22.17,2.56,63.0
2006-04-28,22.94,1.18,58.0
2006-04-29,20.58,0.28,32.0
2006-04-30,24.87,0.2,56.0
2006-05-01,21.8,0.26,43.0
2006-05-02,22.39,0.31,69.0
2006-05-03,22.79,0.26,39.0
2006-05-04,22.36,1.07,58.0
2006-05-05,23.26,0.12,42.0
2006-05-06,20.4,0.49,60.0
2006-05-07,20.58,0.98,58.0
2006-05-08,19.56,0.34,34.0
2006-05-09,22.7,0.07,65.0
2006-05-10,23.44,0.09,56.0
2006-05-11,22.86,0.13,60.0
2006-05-12,25.36,1.81,54.0
2006-05-13,22.06,1.07,49.0
2006-05-14,23.47,0.07,71.0
2006-05-15,20.01,0.5,75.0
2006-05-16,21.49,0.33,75.0
2006-05-17,23.72,0.86,39.0
2006-05-18,24.09,0.74,81.0
2006-05-19,21.86,0.66,68.0
2006-05-20,22.37,0.38,79.0
2006-05-21,19.54,0.15,78.0
2006-05-22,21.93,1.36,65.0
2006-05-23,24.49,2.12,48.0
2006-05-24,23.93,2.89,49.0
2006-05-25,23.84,0.06,50.0
2006-05-26,23.01,1.35,57.0
2006-05-27,22.99,1.3,45.0
2006-05-28,21.72,2.94,34.0
2006-05-29,24.5,0.29,35.0
2006-05-30,24.01,1.36,59.0
2006-05-31,24.22,0.06,56.0
2006-06-01,22.25,1.19,68.0
2006-06-02,19.06,46.63,57.0
2006-06-03,25.63,3.29,77.0
2006-06-04,22.55,37.11,51.0
2006-06-05,21.84,2.02,65.0
2006-06-06,25.02,4.48,68.0
2006-06-07,22.92,13.98,61.0
2006-06-08,25.89,10.72,75.0
2006-06-09,25.07,8.7,68.0
2006-06-10,25.27,7.55,72.0
2006-06-11,21.24,18.54,50.0
2006-06-12,26.47,2.68,57.0
2006-06-13,24.63,5.84,27.0
2006-06-14,23.44,1.69,59.0
2006-06-15,24.53,9.06,39.0
2006-06-16,20.76,2.88,95.0
2006-06-17,25.2,4.06,65.0
2006-06-18,22.39,6.37,54.0
2006-06-19,21.82,0.27,71.0
2006-06-20,21.55,0.96,39.0
2006-06-21,26.88,11.58,53.0
2006-06-22,23.47,5.6,55.0
2006-06-23,27.86,20.01,70.0
2006-06-24,23.79,11.86,45.0
2006-06-25,21.52,0.08,50.0
2006-06-26,22.77,9.59,62.0
2006-06-27,27.54,0.98,69.0
2006-06-28,24.83,15.18,63.0
2006-06-29,24.11,47.69,46.0
2006-06-30,25.6,7.58,62.0
2006-07-01,26.35,11.48,50.0
2006-07-02,27.65,2.71,46.0
2006-07-03,28.38,5.76,66.0
2006-07-04,24.83,19.39,68.0
2006-07-05,22.97,1.83,60.0
2006-07-06,24.87,3.09,68.0
2006-07-07,26.28,5.9,72.0
2006-07-08,23.9,12.46,23.0
2006-07-09,23.98,4.71,66.0
2006-07-10,26.66,26.27,83.0
2006-07-11,25.94,0.99,56.0
2006-07-12,26.17,4.63,83.0
2006-07-13,24.66,12.34,65.0
2006-07-14,25.78,2.56,61.0
2006-07-15,24.46,10.68,64.0
2006-07-16,28.16,1.79,37.0
2006-07-17,28.52,0.58,85.0
2006-07-18,22.82,1.29,53.0
2006-07-19,24.73,26.59,42.0
2006-07-20,23.66,8.02,52.0
2006-07-21,25.42,15.91,60.0
2006-07-22,26.62,4.04,77.0
2006-07-23,23.96,8.98,59.0
2006-07-24,25.08,6.83,55.0
2006-07-25,24.98,29.14,55.0
2006-07-26,27.47,13.77,40.0
2006-07-27,27.27,13.11,52.0
2006-07-28,25.75,0.47,51.0
2006-07-29,27.62,7.98,64.0
2006-07-30,26.24,6.29,34.0
2006-07-31,26.85,26.29,53.0
2006-08-01,30.81,2.98,80.0
2006-08-02,30.21,3.14,66.0
2006-08-03,25.0,5.3,74.0
2006-08-04,29.32,2.79,54.0
2006-08-05,29.35,1.38,85.0
2006-08-06,25.5,19.48,72.0
2006-08-07,29.5,8.17,61.0
2006-08-08,31.0,19.76,70.0
2006-08-09,25.75,17.79,41.0
2006-08-10,26.22,3.31,41.0
2006-08-11,30.16,7.93,72.0
2006-08-12,28.73,0.87,77.0
2006-08-13,29.35,24.68,46.0
2006-08-14,29.0,5.18,73.0
2006-08-15,29.16,5.0,68.0
2006-08-16,25.79,3.61,48.0
2006-08-17,30.6,6.17,45.0
2006-08-18,30.91,2.9,49.0
2006-08-19,28.18,4.7,53.0
2006-08-20,28.61,16.09,54.0
2006-08-21,25.7,17.97,36.0
2006-08-22,29.85,3.63,53.0
2006-08-23,30.03,6.33,65.0
2006-08-24,28.82,20.7,70.0
2006-08-25,31.26,0.54,51.0
2006-08-26,28.4,22.0,82.0
2006-08-27,30.26,2.47,60.0
2006-08-28,27.15,11.35,98.0
2006-08-29,29.21,8.74,49.0
2006-08-30,28.96,8.05,65.0
2006-08-31,29.82,19.62,59.0
2006-09-01,28.69,1.07,50.0
2006-09-02,29.23,4.26,73.0
2006-09-03,31.2,7.73,71.0
2006-09-04,28.74,16.68,56.0
2006-09-05,26.46,2.44,65.0
2006-09-06,33.23,16.24,64.0
2006-09-07,32.55,5.1,56.0
2006-09-08,27.26,2.09,49.0
2006-09-09,31.28,14.23,60.0
2006-09-10,28.95,0.95,57.0
2006-09-11,30.54,7.23,44.0
2006-09-12,30.66,0.66,70.0
2006-09-13,29.66,4.41,61.0
2006-09-14,28.61,9.19,58.0
2006-09-15,28.86,8.12,38.0
2006-09-16,28.46,5.19,65.0
2006-09-17,28.68,5.6,38.0
2006-09-18,30.27,2.57,62.0
2006-09-19,29.02,6.09,73.0
2006-09-20,31.87,30.63,85.0
2006-09-21,33.54,19.0,61.0
2006-09-22,29.45,1.57,86.0
2006-09-23,31.15,0.3,71.0
2006-09-24,31.72,27.11,67.0
2006-09-25,31.71,7.48,77.0
2006-09-26,30.97,7.72,80.0
2006-09-27,32.36,15.17,72.0
2006-09-28,31.89,3.78,58.0
2006-09-29,28.5,6.58,52.0
2006-09-30,32.76,34.63,41.0
2006-10-01,32.85,0.02,63.0
2006-10-02,29.59,0.15,78.0
2006-10-03,31.24,0.58,46.0
2006-10-04,32.58,0.33,44.0
2006-10-05,30.84,1.45,87.0
2006-10-06,33.46,0.11,56.0
2006-10-07,36.08,2.49,34.0
2006-10-08,29.83,2.26,38.0
2006-10-09,28.69,2.39,67.0
2006-10-10,32.1,1.35,53.0
2006-10-11,32.98,0.11,67.0
2006-10-12,31.12,0.58,57.0
2006-10-13,34.53,0.14,63.0
2006-10-14,28.99,4.4,87.0
2006-10-15,33.1,0.41,57.0
2006-10-16,30.54,0.88,78.0
2006-10-17,35.24,1.51,62.0
2006-10-18,35.82,2.53,43.0
2006-10-19,30.35,1.41,90.0
2006-10-20,30.82,1.12,92.0
2006-10-21,33.68,0.63,58.0
2006-10-22,31.23,0.93,62.0
2006-10-23,31.95,0.1,79.0
2006-10-24,32.13,2.15,57.0
2006-10-25,28.28,0.78,74.0
2006-10-26,32.13,0.04,48.0
2006-10-27,30.81,2.52,87.0
2006-10-28,31.24,0.67,65.0
2006-10-29,35.15,2.03,71.0
2006-10-30,29.79,1.94,80.0
2006-10-31,33.96,1.69,72.0
2006-11-01,31.81,0.06,59.0
2006-11-02,31.84,0.28,86.0
2006-11-03,34.02,2.08,73.0
2006-11-04,33.15,2.29,58.0
2006-11-05,33.64,0.61,37.0
2006-11-06,34.47,0.58,60.0
2006-11-07,31.9,0.19,52.0
2006-11-08,31.37,3.45,60.0
2006-11-09,30.46,0.24,50.0
2006-11-10,31.01,0.21,66.0
2006-11-11,38.59,1.08,53.0
2006-11-12,35.21,0.28,81.0
2006-11-13,30.04,2.79,69.0
2006-11-14,30.13,0.01,53.0
2006-11-15,33.76,0.01,60.0
2006-11-16,33.92,0.7,68.0
2006-11-17,33.95,0.67,37.0
2006-11-18,32.37,0.18,67.0
2006-11-19,32.65,0.68,34.0
2006-11-20,33.58,0.53,83.0
2006-11-21,33.12,2.21,54.0
2006-11-22,28.54,0.01,76.0
2006-11-23,32.54,3.74,43.0
2006-11-24,31.32,0.98,69.0
2006-11-25,33.39,0.16,42.0
2006-11-26,39.03,0.05,56.0
2006-11-27,33.82,0.77,75.0
2006-11-28,32.48,0.27,69.0
2006-11-29,34.97,0.36,68.0
2006-11-30,34.11,0.28,55.0
2006-12-01,34.0,1.05,44.0
2006-12-02,34.39,0.81,72.0
2006-12-03,37.31,0.08,46.0
2006-12-04,30.95,0.75,51.0
2006-12-05,34.17,1.57,81.0
2006-12-06,31.39,0.08,69.0
2006-12-07,34.37,2.2,40.0
2006-12-08,31.43,0.86,60.0
2006-12-09,32.45,3.01,58.0
2006-12-10,32.71,0.16,54.0
2006-12-11,35.26,5.05,55.0
2006-12-12,35.16,1.03,80.0
2006-12-13,30.84,0.84,90.0
2006-12-14,33.45,0.72,59.0
2006-12-15,31.94,0.02,62.0
2006-12-16,30.85,2.81,40.0
2006-12-17,32.94,1.03,85.0
2006-12-18,32.76,0.1,50.0
2006-12-19,38.24,0.02,54.0
2006-12-20,34.26,0.05,72.0
2006-12-21,30.65,0.94,64.0
2006-12-22,32.28,0.95,68.0
2006-12-23,35.46,0.69,70.0
2006-12-24,37.6,0.37,60.0
2006-12-25,30.25,0.76,73.0
2006-12-26,29.67,0.73,34.0
2006-12-27,37.17,0.02,85.0
2006-12-28,34.21,0.33,57.0
2006-12-29,31.7,0.05,73.0
2006-12-30,34.51,2.3,67.0
2006-12-31,28.17,1.29,30.0
2007-01-01,33.44,5.55,63.0
2007-01-02,34.09,0.36,28.0
2007-01-03,35.28,2.11,67.0
2007-01-04,31.41,0.92,63.0
2007-01-05,33.6,0.6,41.0
2007-01-06,31.58,0.25,63.0
2007-01-07,33.94,1.34,53.0
